-1.500000,70.000000,1.500000,-70.000000
-0.972429,49.221570,0.812567,-42.874654
-0.765675,26.432640,0.570966,-18.568534
-0.560661,22.479763,0.339052,-15.150672
-0.452325,22.444816,0.208013,-13.895253
-0.262783,1.226028,0.068879,-8.349487
-0.066449,0.780845,-0.093508,2.004523
-0.002788,0.707207,-0.010361,1.949398
-0.003346,0.780038,-0.011510,2.149296
-0.003515,0.748973,-0.012991,2.401423
-0.003282,0.669588,-0.014596,2.689182
-0.002948,0.570697,-0.016283,2.993667
-0.002420,0.451793,-0.018112,3.313818
-0.001784,0.312394,-0.020087,3.654512
-0.001101,0.154819,-0.022244,4.014808
-0.001258,0.173605,-0.000463,-0.081099
0.000099,0.002696,-0.000955,0.002054
0.000911,-0.187647,-0.001243,0.092913
0.001815,-0.400935,-0.001584,0.177785
0.002806,-0.638898,-0.002029,0.255557
0.003924,-0.906538,-0.002377,0.325065
-0.001469,-0.048301,-0.000807,0.056696
0.001171,-0.249552,-0.001466,0.146902
0.002071,-0.469932,-0.001971,0.231365
0.003117,-0.716785,-0.002328,0.310894
-0.001455,-0.001079,-0.000747,0.043810
0.000927,-0.194682,-0.001456,0.137894
0.001820,-0.407496,-0.001832,0.227284
0.002816,-0.646011,-0.002325,0.312315
0.003925,-0.913031,-0.002719,0.390065
-0.001489,-0.047396,-0.000802,0.069439
0.001144,-0.247032,-0.001572,0.165112
0.002039,-0.465769,-0.002104,0.255088
0.003078,-0.710839,-0.002486,0.340363
-0.001467,0.001338,-0.000737,0.047774
0.000900,-0.190908,-0.001511,0.145828
0.001785,-0.402333,-0.001903,0.239214
0.002778,-0.639335,-0.002417,0.328401
0.003879,-0.904782,-0.002831,0.410480
-0.001557,-0.046861,-0.000792,0.072611
0.001061,-0.246079,-0.001767,0.170764
0.002024,-0.464239,-0.002154,0.263166
0.003849,-0.706384,-0.002437,0.351670
0.003431,-0.785009,-0.002512,0.338239
0.003792,-0.875254,-0.002608,0.318595
0.004276,-0.976296,-0.002500,0.292104
-0.001132,-0.069347,-0.000980,0.011290
0.000495,-0.075717,-0.001286,0.007992
0.000449,-0.078583,-0.001136,0.003800
0.000467,-0.081958,-0.001103,-0.000455
0.000485,-0.085738,-0.001083,-0.005154
