0.000000,0.000000,0.000000,0.000000
-0.972429,49.221570,0.812567,-42.874654
-0.765675,26.432640,0.570966,-18.568534
-0.560661,22.479763,0.339052,-15.150672
-0.452325,22.444816,0.208013,-13.895253
-0.262783,1.226028,-1.581375,76.188987
-0.134118,0.329401,-1.581375,76.188987
0.011957,0.044641,-1.581375,76.188987
-0.081384,-4.097062,-1.581375,76.188987
0.045691,-4.731138,-1.581375,76.188987
0.068147,-2.442091,0.486783,-52.526971
0.137402,-2.244655,0.594827,-51.659769
-0.022558,-2.253253,0.617370,-50.814826
-0.021834,1.934183,-1.581375,76.188987
-0.187495,1.637979,-1.581375,76.188987
0.000944,-1.233240,0.433373,-49.890328
-0.065395,11.716321,0.367576,-27.645245
-0.263530,12.665393,0.398942,-26.983596
-0.098016,7.152920,0.138118,-4.792831
-0.051958,7.889823,0.055743,-4.320362
-0.057243,8.921721,-0.007717,-4.035293
0.000425,2.246206,0.006809,-2.139855
0.000584,0.622312,0.052692,-0.625667
-0.002128,0.718816,-0.006216,-0.733540
-0.004300,0.816181,-0.026649,-0.897507
-0.004565,0.921580,0.027911,-0.972389
-0.003831,1.044761,0.006170,-1.068454
-0.000853,0.388957,-0.056579,-0.423911
-0.002992,0.442947,0.037162,-0.358932
-0.000939,0.504871,-0.051450,-0.352191
-0.004005,0.573505,0.065763,-0.193495
-0.001000,0.652399,0.011297,-0.161251
-0.001268,0.295647,0.001438,-0.073592
-0.001474,0.338499,0.005672,-0.211840
-0.001556,0.387060,0.021103,-0.378517
-0.000618,0.257105,-0.006312,0.113873
-0.001490,0.295904,-0.035180,-0.053942
-0.002047,0.336545,0.034382,-0.130363
-0.000068,0.258813,-0.055371,0.495762
-0.002762,0.295865,0.026022,0.517806
-0.000431,0.337419,0.004008,0.537703
-0.001066,0.224185,-0.014963,0.168905
-0.001448,0.256823,-0.001899,0.157240
-0.001082,0.294358,-0.002273,0.180737
-0.001488,0.337506,-0.002297,0.207521
-0.001692,0.385491,-0.002481,0.238649
-0.001950,0.439489,-0.002664,0.274397
-0.002247,0.500169,-0.002879,0.315457
-0.002636,0.568198,-0.003088,0.362643
-0.003019,0.644475,-0.003349,0.416826
-0.003392,0.730345,-0.003688,0.478798
