0.000000,0.000000,0.000000,0.000000
-0.972429,49.221570,0.812567,-42.874654
-0.765675,26.432640,0.570966,-18.568534
-0.560661,22.479763,0.339052,-15.150672
-0.452325,22.444816,0.208013,-13.895253
-0.262783,1.226028,0.168878,-8.249486
-0.066449,0.780845,0.056492,2.154523
-0.002864,0.706994,0.092435,1.828151
-0.002370,0.805919,0.144678,1.247621
-0.002296,0.921883,0.222682,0.312946
0.001762,0.203173,0.364488,2.943813
-0.020303,0.187958,0.561904,1.311497
0.088023,0.415304,0.599176,-0.480668
-0.018740,0.688187,0.634014,-2.170195
-0.018784,0.691611,0.661890,-3.532326
-0.020255,0.691262,0.677226,-4.285646
-0.021821,0.681936,0.672642,-4.060189
-0.022688,0.664551,0.637683,-2.348939
-0.026363,0.631729,0.556390,1.575293
-0.013180,0.620648,0.403173,8.774751
0.039952,-8.748987,0.249947,15.734385
0.009058,-3.350712,0.014463,25.989593
0.030760,-3.710930,-0.775545,56.438096
0.038359,-4.046225,-1.556179,76.126752
0.152237,-2.195125,-1.568089,76.170958
0.000699,-2.095095,-1.573080,76.181872
-0.001957,5.751290,-1.574311,76.183821
-0.157443,6.206645,-1.575307,76.185175
-0.116992,6.347407,-1.575816,76.185790
-0.039784,-3.418367,-1.576031,76.186034
0.057838,-4.570348,-1.576189,76.186207
0.082334,-5.331817,-1.576305,76.186331
0.094591,-4.300698,-1.576388,76.186418
0.041641,-4.548858,-1.576460,76.186492
0.075323,-0.554311,-1.576494,76.186527
0.012139,-1.761818,-1.576519,76.186553
0.147411,-2.577042,-1.576538,76.186572
0.003017,-2.541479,-1.576565,76.186599
0.110770,-0.934573,-1.576558,76.186592
-0.027012,-0.831864,-1.576568,76.186602
0.135193,-0.551091,-1.576607,76.186641
-0.033421,-0.336263,1.639707,-153.787684
0.118546,7.727104,1.416524,-123.213460
-0.084489,3.761345,1.211831,-95.386339
-0.076246,3.873810,1.187016,-90.834556
-0.075560,4.032259,1.164048,-86.669004
-0.056922,4.277219,1.142348,-82.845056
-0.123350,0.382462,0.949936,-58.587292
-0.001360,0.097847,0.934047,-56.986278
-0.004969,0.100718,0.923794,-55.479451
-0.018265,1.531197,0.733712,-32.790317
